kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,y
biosensors,Q591745,DNA microarray,none,0,0,0,3.53,0,1,0,28.1,0.4,0
biosensors,Q130882910,Biosensor Research Center,none,0,0,0,0,1,0,38,0,1,0
classification,Q5962346,classification scheme,alias,0,1,3.3,3.22,1,2,12.8,22.3,0.154,0
classification,Q20530786,Classification of Estonian administrative units and settlements,none,0,0,0.5,1.1,1,0,45.3,0,0.667,0
classification,Q13582682,classification,label,1,0,0.5,3.04,1,3,4.3,29.1,0.5,1
classification,Q1503443,secrecy,alias,0,1,1.4,3.18,1,1,42.3,11.7,0.25,0
classification,Q1744559,classification in sports,none,0,0,0.5,1.39,1,1,14.6,49.4,0.667,0
classification,Q11398,biological classification,none,0,0,0.9,4.78,1,2,38.4,28.1,0.182,0
classification,Q830588,field guide,none,0,0,1.9,2.56,1,4,18.9,29.8,0.286,0
classification,Q1744627,classification algorithm,none,0,0,0.9,2.4,0,3,0,34,0.333,0
classification,Q519608,classification yard,none,0,0,0.5,3.4,0,4,0,24.5,0.333,0
classification,Q5128413,Classification of the Functions of Government,none,0,0,0.5,1.1,2,1,41.7,45.3,0.5,0
classification,Q192625,linguistic typology,none,0,0,0.9,4.01,1,1,11.3,14.2,0.286,0
classification,Q26710441,"Statistical Classification of Products by Activity in the European Economic Community, 2002 version",none,0,0,0.5,0,0,0,0,0,0.5,0
classification,Q5128386,classification,label,1,0,0.5,0.69,0,1,0,21.4,1,0
classification,Q770487,cruiser tank,none,0,0,0.5,3.26,1,1,13,59.6,0.4,0
classification,Q16766476,decision tree learning,none,0,0,0.5,3.09,1,2,12.1,17.1,0.5,0
classification,Q1163643,classification society,none,0,0,0.9,3.33,0,1,0,21.6,0.5,0
classification,Q386963,soil classification,none,0,0,0.5,3.33,1,1,38.4,49.4,0.333,0
classification,Q11790,Classification of Built Heritage in Portugal,none,0,0,0.5,1.61,0,1,0,14.4,0.667,0
classification,Q7860960,type of restaurant,none,0,0,0.5,1.1,1,1,14.6,24.2,0.286,0
classification,Q218682,identification key,none,0,0,1.9,2.89,0,2,0,16.2,0.222,0
classification,Q1352932,Office of Film and Literature Classification,none,0,0,0.5,2.56,1,0,2.7,0,0.286,0
classification,Q548492,classification of wine,none,0,0,0.9,2.3,2,1,21.5,49.4,1,0
classification,Q478216,virus classification,none,0,0,0.9,3.47,0,1,0,21,0.333,0
classification,Q2976560,classification of minerals,none,0,0,1.4,2.56,1,1,38.4,45.3,0.286,0
classification,Q2578772,Classification of inhabited localities in Russia,none,0,0,0.9,2.94,1,1,13.7,19.1,0.333,0
classification,Q541961,discontinuity,none,0,0,0.9,3.04,0,1,0,21.9,0.25,0
classification,Q98966309,classification of human settlements,none,0,0,0.9,0,2,1,24.5,45.3,1,0
classification,Q164667,Arabian,none,0,0,0.9,3,1,1,14.4,8.9,0.4,0
classification,Q3679755,classification of roads in Italy,none,0,0,1.4,0.69,0,1,0,45.3,1,0
classification,Q109532996,typology item,none,0,0,0.9,0,0,1,0,45.3,0.667,0
classification,Q101068094,classification of neurons,none,0,0,0.5,0,0,1,0,54.8,0.667,0
classification,Q468874,classification of birds,none,0,0,0.9,2.89,1,2,45.3,23.9,1,0
classification,Q863985,Classification of European Inland Waterways,none,0,0,0.5,2.4,2,0,23.6,0,0.667,0
classification,Q1520859,waterbody number,none,0,0,0.5,1.61,0,1,0,49.4,0.667,0
classification,Q636033,archive type,none,0,0,0.5,1.1,1,2,12.6,13.4,0.5,0
classification,Q101068098,classification of cells,none,0,0,0.9,0,1,1,38.4,23.5,0.333,0
classification,Q10708051,competition class,alias,0,1,0.5,0.69,0,1,0,27.2,0.667,0
classification,Q2748242,musical instrument classification,none,0,0,0.5,2.83,0,1,0,49.4,0.667,0
classification,Q65707799,classification,label,1,0,0.5,0,0,0,0,0,1,0
classification,Q1340623,classification of finite simple groups,none,0,0,0.5,3.33,2,0,18.8,0,0.667,0
classification,Q5128406,Classification of minerals – Silicates,none,0,0,0.5,0.69,1,0,12,0,1,0
classification,Q5128405,Classification of minerals – Non silicates,none,0,0,0.5,0.69,0,1,0,38.4,1,0
classification,Q233309,tumeur du cerveau,none,0,0,1.4,4.26,0,2,0,15.3,0.2,0
classification,Q12893838,ordre,alias,0,1,0.5,3,0,2,0,22.1,0.2,0
classification,Q4223026,classification Carnegie des institutions d'enseignement supérieur,none,0,0,0.5,1.79,1,0,49.4,0,1,0
classification,Q48473,classification bibliographique,alias,0,1,0.9,3.61,1,2,38.4,40.4,0.5,0
classification,Q187588,classe sociale,none,0,0,0.5,4.45,0,1,0,17.6,0.222,0
classification,Q1277447,regroupement hiérarchique,none,0,0,0.9,2.94,0,2,0,19.8,0.286,0
classification,Q1233766,classification internationale type des professions,none,0,0,0.9,2.89,1,0,36.8,0,0.5,0
classification,Q3045304,détection d'objet,none,0,0,0.9,3,0,1,0,14.4,0.4,0
classification,Q25377588,classification des étoiles,none,0,0,0.5,3.83,0,1,0,80.8,0.4,0
classification,Q18189,classification des niveaux scolaires,none,0,0,0.5,3,2,2,28.9,21.4,0.25,0
classification,Q10693,tableau périodique des éléments,none,0,0,0.9,5.42,1,1,59.7,6.6,0.2,0
classification,Q672593,Classification des locomotives,none,0,0,0.9,3.26,1,1,45.3,15.8,0.5,0
classification,Q1390351,Classification internationale de type de l'éducation,none,0,0,0.9,3.33,2,0,31.4,0,0.333,0
classification,Q908254,Classification cinématographique de Hong Kong,none,0,0,0.9,2.2,1,0,33.1,0,1,0
classification,Q192093,"Classification anatomique, thérapeutique et chimique",none,0,0,2.8,3.99,1,0,21.1,0,0.222,0
classification,Q621080,Classification de la Bibliothèque du Congrès,none,0,0,0.5,3.71,2,0,34.8,0,0.4,0
classification,Q1744628,classification automatique,none,0,0,0.5,3.53,1,1,38.4,12.6,0.667,0
classification,Q2976575,Classification double,none,0,0,0.5,1.79,0,1,0,18.1,0.667,0
classification,Q48460,classification décimale de Dewey,none,0,0,0.9,4.04,4,0,24.9,0,0.333,0
classification,Q1998962,type de bière,none,0,0,0.9,2.71,1,4,14.6,17.7,0.5,0
classification,Q2976606,classification phylogénétique,none,0,0,0.9,2.83,2,1,25.9,51.1,0.154,0
classification,Q839752,classification de Sibley-Ahlquist,none,0,0,0.5,3.3,1,0,37.7,0,0.286,0
classification,Q17005494,classification binaire,none,0,0,2.4,2.71,0,2,0,26.2,0.667,0
classification,Q1752284,classification des cancers,none,0,0,1.4,2.83,1,0,31.3,0,0.667,0
classification,Q836985,classification des automobiles,none,0,0,0.5,3.61,3,1,24,24.6,0.333,0
classification,Q302088,classification et catégorisation de documents,none,0,0,0.5,3.09,0,1,0,20.6,0.5,0
classification,Q243350,classification décimale universelle,none,0,0,0.5,3.89,4,0,31.8,0,0.4,0
classification,Q967960,Classification AMS,none,0,0,0.5,2.83,1,0,49.4,0,0.667,0
classification,Q1666934,Classification internationale type des industries,none,0,0,1.4,3.04,1,0,16.4,0,0.333,0
classification,Q3663344,classification en sport paralympique,none,0,0,0.5,2.3,0,1,0,27.2,1,0
classification,Q6934605,Classification en classes multiples,none,0,0,1.4,2.3,1,1,38.4,20.6,0.667,0
classification,Q124095,classification de Köppen,none,0,0,1.4,4.44,1,0,60.9,0,0.5,0
classification,Q3518464,terminologies et classifications en médecine,none,0,0,0.9,1.95,1,1,38.4,49.4,0.4,0
classification,Q50018,Classification statistique internationale des maladies et des problèmes de santé connexes,none,0,0,1.4,4.29,3,1,35.1,26.7,0.286,0
classification,Q5100524,classification systématique des bibliothèques de Chine populaire,none,0,0,0.9,1.61,3,0,28,0,0.667,0
classification,Q36642,nom binominal,none,0,0,0.9,4.77,2,1,42.7,24.9,0.167,0
classification,Q156982,Classification APG III,none,0,0,0.5,3.64,1,0,32.9,0,0.5,0
classification,Q3442619,classification des Rosidées,none,0,0,0.5,3.14,1,0,15.5,0,0.667,0
classification,Q2976602,classification type des industries,none,0,0,0.5,2.3,1,1,38.4,23.6,0.286,0
classification,Q2976556,classification des hôtels de tourisme,none,0,0,0.9,3.26,0,2,0,24.3,1,0
definition,Q101072,definition,label,1,0,1.4,4.53,0,1,0,9.8,0.286,1
definition,Q106205899,ontology concept definition,alias,0,1,0.5,0,0,1,0,27.2,0.5,0
definition,Q2308807,memory management,alias,0,1,0.5,3.4,0,3,0,16.3,0.4,0
definition,Q192439,domain of a function,none,0,0,2.4,4.01,2,3,16.8,26.8,0.182,0
definition,Q9203276,defining,alias,0,1,0.9,1.61,0,1,0,12.9,0.667,0
definition,Q2037833,piecewise function,none,0,0,1.9,3.33,0,1,0,20.1,0.4,0
definition,Q488677,genus–differentia definition,none,0,0,1.4,2.56,1,1,57.1,22.2,0.667,0
definition,Q2096586,Definition of Free Cultural Works,none,0,0,0.5,2.89,1,0,27.2,0,0.5,0
definition,Q114980101,defining quality,none,0,0,1.9,0,1,1,9.1,11.5,0.095,0
definition,Q5251607,definition of music,none,0,0,0.9,2.48,1,0,27.2,0,1,0
definition,Q1749083,Definitions,none,0,0,0.5,2.48,1,0,20.8,0,0.5,0
definition,Q2142721,definition of religion,none,0,0,1.4,1.95,0,1,0,27.2,1,0
definition,Q1295751,definitions of fascism,none,0,0,0.5,2.71,0,1,0,14,1,0
definition,Q7888408,United Nations General Assembly Resolution 3314,none,0,0,0.5,2.4,1,0,14.8,0,0.333,0
definition,Q16743,definition of planet,none,0,0,0.5,3.3,1,1,14.6,27.2,1,0
definition,Q1580166,article de dictionnaire,none,0,0,0,1.79,0,2,0,19.6,0.4,0
definition,Q171141,gastronomie,none,0,0,0,4.23,2,2,20.1,31.8,0.333,0
definition,Q114425676,définition mathématique,none,0,0,0.5,0.69,2,1,16.4,27.2,0.667,0
definition,Q224989,uchronie,none,0,0,0.9,3.74,1,2,10.6,29.4,0.083,0
definition,Q12538706,définition d'écran,none,0,0,0,3.97,2,3,30.8,14.6,0.333,0
definition,Q212327,Document Type Definition,none,0,0,0.5,3.5,2,0,15.8,0,0.286,0
definition,Q1140158,étude d'échecs,none,0,0,0.5,3.26,1,2,38.4,15.1,0.105,0
definition,Q1026899,définition par intension,none,0,0,0,1.61,1,1,57.1,27.2,1,0
definition,Q173462,crime contre l'humanité,none,0,0,0,4.36,0,2,0,34.7,0.25,0
definition,Q5421961,définition par extension,none,0,0,0,1.39,1,1,57.1,27.2,1,0
definition,Q2361306,définition des planètes de l'UAI,none,0,0,0.9,3.18,1,0,27.2,0,0.667,0
definition,Q332629,Définition d'opérateur,none,0,0,0.5,3.04,0,1,0,12.3,0.333,0
definition,Q2466486,définition par récurrence,none,0,0,0.5,2.83,1,1,57.1,27.2,0.667,0
definition,Q3043208,définition ostensive,none,0,0,0.5,2.4,1,1,57.1,27.2,0.25,0
definition,Q3365007,parentalité,none,0,0,0,1.79,2,1,24.2,8.6,0.4,0
definition,Q115287558,Définition du vol spatial humain par la Fédération aéronautique internationale,none,0,0,0.5,1.61,1,0,27.2,0,1,0
definition,Q15709883,définition utilisée par des organismes statistiques,none,0,0,0,0,0,1,0,27.2,1,0
definition,Q3043192,Définition du terrorisme,none,0,0,0.5,2.4,1,0,27.2,0,0.5,0
definition,Q5533460,définitions du génocide,none,0,0,0,1.79,1,0,27.2,0,1,0
definition,Q744823,Définitions du Tibet,none,0,0,0,1.39,1,0,22.2,0,1,0
glucose oxidase,Q61497978,Glucose oxidase,label,1,0,0,0,1,1,40.5,40.5,1,0
glucose oxidase,Q419321,glucose oxidase,label,1,0,3.3,2.89,1,3,37.3,41,0.2,1
glucose oxidase,Q29814692,Glucose dehydrogenase Dmel_CG1152,alias,0,1,0,0,1,0,40.5,0,0.2,0
glucose oxidase,Q61532194,Glucose oxidase,label,1,0,0,0,1,1,40.5,40.5,1,0
glucose oxidase,Q61568683,Glucose oxidase,label,1,0,0,0,1,1,40.5,40.5,1,0
glucose oxidase,Q61522817,Glucose oxidase,label,1,0,0,0,1,1,40.5,40.5,1,0
glucose oxidase,Q62863961,CPSG_04633-t26_1,alias,0,1,0,0,1,1,40.5,40.5,0.667,0
glucose oxidase,Q62789772,CIMG_10211-t26_1,alias,0,1,0,0,1,1,40.5,40.5,0.667,0
glucose oxidase,Q22318289,glucose oxidase activity,none,0,0,3.3,0,1,1,41.7,30.3,0.182,0
glucose oxidase,Q98207203,glucose oxidase gox,alias,0,1,3.3,0,1,0,40.5,0,0.667,0
glucose,Q37525,glucose,label,1,0,0,4.73,2,1,42.2,22,0.286,1
glucose,Q191835,gluconeogenesis,none,0,0,0,3.81,1,2,42.9,44.3,0.133,0
glucose,Q95987978,glucose monitoring,none,0,0,0,0,0,1,0,39.8,1,0
glucose,Q2661464,glucose intolerance,none,0,0,0,2.48,1,2,38.9,42.7,0.182,0
glucose,Q848343,glucose-6-phosphate dehydrogenase deficiency,none,0,0,0,3.53,1,2,38.9,41.5,0.118,0
glucose,Q21036645,aldehydo-D-glucose,alias,0,1,0,0,1,1,39.7,20.3,0.2,0
glucose,Q14758903,glucose metabolic process,none,0,0,0,0,1,1,42.9,39.2,0.4,0
glucose,Q14758934,glucose homeostasis,none,0,0,0,0,1,1,42.9,33.6,0.667,0
glucose,Q24782903,glucose-6-phosphate dehydrogenase,none,0,0,0,0,2,3,44,41.7,0.333,0
glucose,Q1420402,incretins,none,0,0,0,3.4,0,1,0,41.2,0.333,0
glucose,Q1485893,encephalopathy due to GLUT1 deficiency,none,0,0,0,2.4,3,5,42.1,42.1,0.08,0
glucose,Q14863085,glucose 6-phosphate metabolic process,none,0,0,0,0,1,3,42.9,37.6,0.5,0
glucose,Q83162170,"Glucose-methanol-choline oxidoreductase, C-terminal domain, protein family",none,0,0,0,0,2,1,47.1,30.5,0.667,0
glucose,Q21972891,glucose transmembrane transport,none,0,0,3.3,0,1,1,42.9,40.9,0.667,0
glucose,Q24781463,"Glucose-methanol-choline oxidoreductase, C-terminal",none,0,0,0,0,1,0,42,0,0.5,0
glucose,Q21108800,insulin secretion involved in cellular response to glucose stimulus,none,0,0,0,0,1,2,42.9,40.9,0.4,0
glucose,Q83141499,"Glucose-methanol-choline oxidoreductase, N-terminal domain, protein family",none,0,0,0,0.69,2,2,47.1,37.1,0.5,0
glucose,Q24773884,"Glucose-methanol-choline oxidoreductase, N-terminal",none,0,0,0,0,1,0,42,0,0.5,0
glucose,Q14863056,glucokinase activity,none,0,0,0,0,1,1,41.7,37.4,0.333,0
glucose,Q14887301,glucose transmembrane transporter activity,none,0,0,3.3,0,1,1,41.7,37.5,0.5,0
glucose,Q14865752,glucose-6-phosphate isomerase activity,none,0,0,0,0,1,1,41.7,40.1,0.222,0
glucose,Q1501412,glucose tolerance test,none,0,0,0,3.4,1,3,28.5,41,0.4,0
glucose,Q21101956,UTP:glucose-1-phosphate uridylyltransferase activity,none,0,0,0,0,1,1,41.7,33.9,0.133,0
glucose,Q14877625,glucose-6-phosphate dehydrogenase activity,none,0,0,0,0,1,1,41.7,39.4,0.167,0
glucose,Q83140526,Glucose/Sorbosone dehydrogenase family,none,0,0,0,0,1,0,42.1,0,0.667,0
glucose,Q24773170,Phosphoglucose isomerase (PGI),none,0,0,0,0,2,2,44,42.2,0.2,0
glucose,Q14863057,glucose binding,none,0,0,0,0,1,1,41.7,36.9,0.667,0
glucose,Q14907693,glucose catabolic process,none,0,0,0,0,1,2,42.9,44.6,0.333,0
glucose,Q24783096,"Glucose-6-phosphate dehydrogenase, C-terminal",none,0,0,0,0,1,0,42,0,0.5,0
glucose,Q24772013,Glucose/Sorbosone dehydrogenase,none,0,0,0,0,1,0,42,0,0.5,0
glucose,Q83163307,"Glucose-6-phosphate dehydrogenase, C-terminal domain, protein family",none,0,0,0,0,2,2,47.1,37.5,0.667,0
glucose,Q83138081,"Glucose-6-phosphate dehydrogenase, NAD-binding domain, protein family",none,0,0,0,0,2,2,47.1,33.8,0.667,0
glucose,Q24784656,"Glucose-1-phosphate thymidylyltransferase, short form",none,0,0,0,0,2,2,44,41.9,0.5,0
glucose,Q14887304,glucose import,none,0,0,0,0,1,1,42.9,29.1,0.5,0
glucose,Q24719895,Glucose-methanol-choline oxidoreductase,none,0,0,0,0,2,3,44,41.1,0.5,0
glucose,Q24745428,"Glucose-6-phosphate dehydrogenase, NAD-binding domain",none,0,0,0,0,1,1,42,21,0.5,0
glucose,Q21118383,phosphoglucomutase activity,none,0,0,0,0,1,1,41.7,39.8,0.333,0
glucose,Q24782307,"Glucose-6-phosphate dehydrogenase, active site",none,0,0,0,0,1,0,37.5,0,0.5,0
glucose,Q21199229,glucose-1-phosphate adenylyltransferase activity,none,0,0,0,0,1,1,41.7,28.3,0.125,0
glucose,Q21756492,glucose-1-phosphate thymidylyltransferase activity,none,0,0,0,0,1,1,41.7,29.7,0.182,0
glucose,Q95354608,"Glucose-6-phosphate dehydrogenase, active site, protein family",none,0,0,0,0,1,0,42.1,0,0.667,0
glucose,Q421793,glucose-6-phosphate dehydrogenase,none,0,0,0,3.37,1,0,40.5,0,0.2,0
glucose,Q24723404,"Glucose-1-phosphate adenylyltransferase GlgC, bacterial",none,0,0,0,0,2,1,44,40.3,0.5,0
glucose,Q18024934,G6PC1,none,0,0,0,1.61,1,1,32.1,30.5,0.222,0
glucose,Q14863081,hexokinase activity,none,0,0,0,0,1,2,41.7,36.3,0.25,0
glucose,Q61497978,Glucose oxidase,none,0,0,0,0,1,1,40.5,40.5,1,0
glucose,Q18556224,glucose metabolism disease,none,0,0,0,0.69,1,2,38.9,43.6,0.286,0
glucose,Q418097,glucose-6-phosphate isomerase,none,0,0,0,3.09,1,0,40.5,0,0.095,0
glucose,Q24724068,Glucose-1-phosphate cytidylyltransférase,none,0,0,0,1.61,2,2,44,42.4,0.154,0
glucose,Q14770547,sirop de glucose,none,0,0,0,3.09,2,1,44,34.6,0.4,0
glucose,Q419321,Glucose oxydase,none,0,0,3.3,2.89,1,3,37.3,41,0.2,0
glucose,Q24785320,Glucose-6-phosphatase,none,0,0,0,3,2,2,44,32.5,0.333,0
glucose,Q74566546,Glucose-6-phosphate,none,0,0,0,3.5,1,2,40.9,34.2,1,0
glucose,Q420277,Glucose transporter,none,0,0,0,3,1,1,31.7,40.5,0.333,0
glucose,Q4122197,"glucose-1,6-bisphosphate",none,0,0,0,2.4,1,1,39.7,30.7,0.667,0
glucose,Q32778969,Glucose-6-phosphate,none,0,0,0,0,1,1,39.7,21.1,0.105,0
glucose,Q408508,UDP-glucose pyrophosphorylase,none,0,0,0,2.08,1,2,37.3,37.1,0.133,0
glucose,Q275157,glycémie,none,0,0,0,4.09,1,2,24.2,45.2,0.5,0
glucose,Q1122680,pyranose-oxidase,none,0,0,3.3,2.2,1,2,37.3,35.3,0.222,0
glucose,Q14629318,Glucose-6-phosphate translocase,none,0,0,0,1.39,1,1,31.7,29.2,1,0
glucose,Q419977,peptide insulinotrope dépendant du glucose,none,0,0,0,0.69,1,1,32.1,30.5,0.5,0
glucose,Q618739,sirop de maïs,none,0,0,0,3.61,0,1,0,34.6,1,0
glucose oxidase,Q61497978,Glucose oxidase,label,1,0,3.4,0,1,1,42.5,42.5,1,0
glucose oxidase,Q419321,glucose oxidase,label,1,0,3.4,2.89,1,3,34.7,38.4,0.2,1
glucose oxidase,Q29814692,Glucose dehydrogenase Dmel_CG1152,alias,0,1,3.4,0,1,0,42.5,0,0.2,0
glucose oxidase,Q61532194,Glucose oxidase,label,1,0,3.4,0,1,1,42.5,42.5,1,0
glucose oxidase,Q61568683,Glucose oxidase,label,1,0,3.4,0,1,1,42.5,42.5,1,0
glucose oxidase,Q61522817,Glucose oxidase,label,1,0,3.4,0,1,1,42.5,42.5,1,0
glucose oxidase,Q62863961,CPSG_04633-t26_1,alias,0,1,3.4,0,1,1,42.5,42.5,0.667,0
glucose oxidase,Q62789772,CIMG_10211-t26_1,alias,0,1,3.4,0,1,1,42.5,42.5,0.667,0
glucose oxidase,Q22318289,glucose oxidase activity,none,0,0,3.4,0,1,1,42.2,31.5,0.182,0
glucose oxidase,Q98207203,glucose oxidase gox,alias,0,1,3.4,0,1,0,42.5,0,0.667,0
glucose,Q37525,glucose,label,1,0,3.4,4.73,2,1,42.9,23,0.286,1
glucose,Q191835,gluconeogenesis,none,0,0,3.4,3.81,1,2,39.2,40.8,0.133,0
glucose,Q95987978,glucose monitoring,none,0,0,3.4,0,0,1,0,36.7,1,0
glucose,Q2661464,glucose intolerance,none,0,0,3.4,2.48,1,2,42.5,43.3,0.182,0
glucose,Q848343,glucose-6-phosphate dehydrogenase deficiency,none,0,0,3.4,3.53,1,2,42.5,41.3,0.118,0
glucose,Q21036645,aldehydo-D-glucose,alias,0,1,3.4,0,1,1,37.1,19.6,0.2,0
glucose,Q14758903,glucose metabolic process,none,0,0,3.4,0,1,1,39.2,38,0.4,0
glucose,Q14758934,glucose homeostasis,none,0,0,3.4,0,1,1,39.2,36.8,0.667,0
glucose,Q24782903,glucose-6-phosphate dehydrogenase,none,0,0,0,0,2,3,40.9,40.7,0.333,0
glucose,Q1420402,incretins,none,0,0,0,3.4,0,1,0,41.3,0.333,0
glucose,Q1485893,encephalopathy due to GLUT1 deficiency,none,0,0,3.4,2.4,3,5,41.9,42.2,0.08,0
glucose,Q14863085,glucose 6-phosphate metabolic process,none,0,0,3.4,0,1,3,39.2,37.8,0.5,0
glucose,Q83162170,"Glucose-methanol-choline oxidoreductase, C-terminal domain, protein family",none,0,0,0,0,2,1,41.5,30.6,0.667,0
glucose,Q21972891,glucose transmembrane transport,none,0,0,6.9,0,1,1,39.2,44.1,0.667,0
glucose,Q24781463,"Glucose-methanol-choline oxidoreductase, C-terminal",none,0,0,0,0,1,0,42.7,0,0.5,0
glucose,Q21108800,insulin secretion involved in cellular response to glucose stimulus,none,0,0,3.4,0,1,2,39.2,42.5,0.4,0
glucose,Q83141499,"Glucose-methanol-choline oxidoreductase, N-terminal domain, protein family",none,0,0,0,0.69,2,2,41.5,35.8,0.5,0
glucose,Q24773884,"Glucose-methanol-choline oxidoreductase, N-terminal",none,0,0,0,0,1,0,42.7,0,0.5,0
glucose,Q14863056,glucokinase activity,none,0,0,3.4,0,1,1,42.2,38.1,0.333,0
glucose,Q14887301,glucose transmembrane transporter activity,none,0,0,6.9,0,1,1,42.2,42.2,0.5,0
glucose,Q14865752,glucose-6-phosphate isomerase activity,none,0,0,3.4,0,1,1,42.2,43,0.222,0
glucose,Q1501412,glucose tolerance test,none,0,0,3.4,3.4,1,3,29.6,42.5,0.4,0
glucose,Q21101956,UTP:glucose-1-phosphate uridylyltransferase activity,none,0,0,3.4,0,1,1,42.2,36.5,0.133,0
glucose,Q14877625,glucose-6-phosphate dehydrogenase activity,none,0,0,3.4,0,1,1,42.2,37.4,0.167,0
glucose,Q83140526,Glucose/Sorbosone dehydrogenase family,none,0,0,3.4,0,1,0,39.3,0,0.667,0
glucose,Q24773170,Phosphoglucose isomerase (PGI),none,0,0,3.4,0,2,2,40.9,44.1,0.2,0
glucose,Q14863057,glucose binding,none,0,0,3.4,0,1,1,42.2,39.3,0.667,0
glucose,Q14907693,glucose catabolic process,none,0,0,3.4,0,1,2,39.2,42.4,0.333,0
glucose,Q24783096,"Glucose-6-phosphate dehydrogenase, C-terminal",none,0,0,0,0,1,0,42.7,0,0.5,0
glucose,Q24772013,Glucose/Sorbosone dehydrogenase,none,0,0,3.4,0,1,0,42.7,0,0.5,0
glucose,Q83163307,"Glucose-6-phosphate dehydrogenase, C-terminal domain, protein family",none,0,0,0,0,2,2,41.5,39,0.667,0
glucose,Q83138081,"Glucose-6-phosphate dehydrogenase, NAD-binding domain, protein family",none,0,0,0,0,2,2,41.5,34.2,0.667,0
glucose,Q24784656,"Glucose-1-phosphate thymidylyltransferase, short form",none,0,0,0,0,2,2,40.9,43.3,0.5,0
glucose,Q14887304,glucose import,none,0,0,3.4,0,1,1,39.2,37.6,0.5,0
glucose,Q24719895,Glucose-methanol-choline oxidoreductase,none,0,0,0,0,2,3,40.9,40.1,0.5,0
glucose,Q24745428,"Glucose-6-phosphate dehydrogenase, NAD-binding domain",none,0,0,0,0,1,1,42.7,22.4,0.5,0
glucose,Q21118383,phosphoglucomutase activity,none,0,0,3.4,0,1,1,42.2,41.5,0.333,0
glucose,Q24782307,"Glucose-6-phosphate dehydrogenase, active site",none,0,0,0,0,1,0,35.6,0,0.5,0
glucose,Q21199229,glucose-1-phosphate adenylyltransferase activity,none,0,0,3.4,0,1,1,42.2,28.1,0.125,0
glucose,Q21756492,glucose-1-phosphate thymidylyltransferase activity,none,0,0,3.4,0,1,1,42.2,32,0.182,0
glucose,Q95354608,"Glucose-6-phosphate dehydrogenase, active site, protein family",none,0,0,0,0,1,0,39.3,0,0.667,0
glucose,Q421793,glucose-6-phosphate dehydrogenase,none,0,0,0,3.37,1,0,42.5,0,0.2,0
glucose,Q24723404,"Glucose-1-phosphate adenylyltransferase GlgC, bacterial",none,0,0,0,0,2,1,40.9,40.3,0.5,0
glucose,Q18024934,G6PC1,none,0,0,0,1.61,1,1,34.1,29.9,0.222,0
glucose,Q14863081,hexokinase activity,none,0,0,3.4,0,1,2,42.2,39.2,0.25,0
glucose,Q61497978,Glucose oxidase,none,0,0,3.4,0,1,1,42.5,42.5,1,0
glucose,Q18556224,glucose metabolism disease,none,0,0,6.9,0.69,1,2,42.5,46,0.286,0
glucose,Q418097,glucose-6-phosphate isomerase,none,0,0,3.4,3.09,1,0,42.5,0,0.095,0
glucose,Q24724068,Glucose-1-phosphate cytidylyltransférase,none,0,0,3.4,1.61,2,2,40.9,41.9,0.154,0
glucose,Q14770547,sirop de glucose,none,0,0,3.4,3.09,2,1,41.7,37.3,0.4,0
glucose,Q419321,Glucose oxydase,none,0,0,3.4,2.89,1,3,34.7,38.4,0.2,0
glucose,Q24785320,Glucose-6-phosphatase,none,0,0,3.4,3,2,2,40.9,32.7,0.333,0
glucose,Q74566546,Glucose-6-phosphate,none,0,0,0,3.5,1,2,39.5,38.9,1,0
glucose,Q420277,Glucose transporter,none,0,0,3.4,3,1,1,35.5,42.5,0.333,0
glucose,Q4122197,"glucose-1,6-bisphosphate",none,0,0,0,2.4,1,1,37.1,29.1,0.667,0
glucose,Q32778969,Glucose-6-phosphate,none,0,0,3.4,0,1,1,37.1,20.5,0.105,0
glucose,Q408508,UDP-glucose pyrophosphorylase,none,0,0,3.4,2.08,1,2,34.7,39.7,0.133,0
glucose,Q275157,glycémie,none,0,0,3.4,4.09,1,2,26.1,44.5,0.5,0
glucose,Q1122680,pyranose-oxidase,none,0,0,3.4,2.2,1,2,34.7,33,0.222,0
glucose,Q14629318,Glucose-6-phosphate translocase,none,0,0,0,1.39,1,1,35.5,31.4,1,0
glucose,Q419977,peptide insulinotrope dépendant du glucose,none,0,0,3.4,0.69,1,1,34.1,29.9,0.5,0
glucose,Q618739,sirop de maïs,none,0,0,0,3.61,0,1,0,37.3,1,0
chemistry history,Q501353,history of chemistry,alias,0,1,6.1,3.85,1,1,39.7,40.2,0.5,1
redox potential,Q186487,reduction potential,alias,0,1,3,3.43,0,1,0,43.9,0.333,1
redox potential,Q1640043,redox potential,label,1,0,2.2,0.69,0,1,0,26.4,1,0
activated sludge,Q815353,activated sludge,label,1,0,1.5,2.48,0,2,0,21.1,0.5,1
activated sludge,Q36333,activated sludge process,alias,0,1,4.4,2.77,0,1,0,24.3,0.5,0
activated sludge,Q3437274,activated sludge model,none,0,0,2.2,1.61,1,0,21.6,0,1,0
oxygen,Q629,oxygen,label,1,1,0.7,5.44,3,2,40.7,33.7,0.2,1
oxygen,Q5203615,dioxygen,alias,0,1,1.5,2.83,1,5,20.1,41.8,0.133,0
oxygen,Q1988216,oxygen therapy,none,0,0,3,3.69,3,3,42.2,33.8,0.25,0
